cat,index,name,price
Средства защиты,131-0440-01,Крепление наголовное HONEYWELL с храповиком,2603.67
Средства защиты,131-0441-01,Адаптер HONEYWELL на каску,2512.81
Средства защиты,131-0442-01,Экран HONEYWELL ТУРБОШИЛД,1149.91
Средства защиты,131-0442-02,Экран HONEYWELL ТУРБОШИЛД,2804.86
Средства защиты,131-0282-01,Щиток HONEYWELL БИОНИК лицевой,2889.23
Средства защиты,133-0164-01,Фильтр В3Е3Р3D к ППФ,1061.41
Средства защиты,138-0275-01,Устройство блокирующее 3M DBI-SALA 3400805 SEALED BLOK (9 м),132512.81
Средства защиты,131-0218-01,Экран HONEYWELL для щитка БИОНИК,716.26
Средства защиты,138-0212-01,Устройство блокирующее 3M DBI-SALA KD23504433/A Ultralok ATEX (6 м),77983.84
Средства защиты,131-0186-01,Адаптер HONEYWELL 1015161 для щитка БИОНИК,1080.29
Средства защиты,138-0216-01,Устройство блокирующее 3M DBI-SALA 3504553 Ultralok RSQ,153872
Средства защиты,131-0185-01,Пленка защитная HONEYWELL (уп) 1015240 для щитка БИОНИК,1079.7
Средства защиты,133-0153-01,Фильтр К2Р3D к ППФ,712.13
Средства защиты,138-0218-01,Устройство блокирующее 3M PROTECTA 3590520 REBEL (6 м),43294.2
Средства защиты,131-0091-02,Крепление наголовное HONEYWELL СУПЕРВИЗОР СБ600,1829.59
Средства защиты,138-0283-01,Устройство блокирующее 3M PROTECTA REBEL 3590521 (10 м),46897.33
Средства защиты,138-0026-01,Строп страховочный MILLER ТИТАН СЗ 1008281,2262.06
Средства защиты,131-0121-01,Щиток электросварщика НН-С-702,126.26
Средства защиты,132-0018-02,Наушники противошумные 3M PELTOR ОПТИМ I ХАЙВИЗ H510P3E469GB на каску,2049.66
Средства защиты,138-0105-01,Строп страховочный MILLER с амортизатором МЕ12156,10868.39
Средства защиты,130-0010-14,Каска UVEX СУПЕР БОСС 9750,1165.84
Средства защиты,131-0203-01,Очки I-SPECTOR ВЕРНОН,520.38
Средства защиты,131-0222-01,Щиток электросварщика НН-10-У1,276.71
Средства защиты,132-0081-01,Наушники противошумные 3M PELTOR ОПТИМ II H520A-407-GQ,2076.21
Средства защиты,133-0285-01,Полумаска фильтрующая 3M VFlex 9161V с клапаном станд.,71.98
Средства защиты,138-0201-01,Строп удерживающий MILLER ХЭНДЗАП,14708.7
Средства защиты,131-0245-03,Пластина защитная уп. 3M SPEEDGLAS наружная 9100 527070,6551.95
Средства защиты,132-0015-01,Наушники противошумные 3M PELTOR ОПТИМ II H520P3E410GQ на каску,2390.68
Средства защиты,138-0090-01,Строп страховочный ARX SSD-1,3825.56
Средства защиты,133-0285-02,Полумаска фильтрующая 3M VFlex 9162V с клапаном станд.,80.24
Средства защиты,133-0332-01,Полумаска фильтрующая 3M VFlex 9162SV с клапаном мал.,80.24
Средства защиты,133-0321-01,Полумаска фильтрующая 3M VFlex 9163V,119.18
Средства защиты,131-0202-02,Очки I-SPECTOR ФЕРГУС,397.07
Средства защиты,131-0245-01,Пластина защитная 3M SPEEDGLAS наружная 9100 527001,5718.28
Средства защиты,138-0132-01,Строп страховочный ARX SSD-2,4399.63
Средства защиты,132-0054-01,Наушники противошумные 3M PELTOR ОПТИМ II ХАЙВИЗ H520A472GB,2390.68
Средства защиты,138-0089-01,Строп страховочный ARX SS-1,2283.89
Средства защиты,131-0226-03,Пластина защитная 3M SPEEDGLAS наружная 9100 526000,4222.63
Средства защиты,133-0010-01,Полумаска фильтрующая У2-К,34.22
Средства защиты,138-0089-02,Строп страховочный ARX SS-2,2970.65
Средства защиты,131-0423-01,Очки I-SPECTOR ВЕНСЕН,266.68
Средства защиты,130-0008-04,Каска UVEX СУПЕР БОСС 9752,538.67
Средства защиты,131-0227-03,Пластина защитная 3M SPEEDGLAS наружная 100 777000,5004.38
Средства защиты,132-0016-01,Наушники противошумные 3M PELTOR ОПТИМ III H540A-411-SV,2515.17
Средства защиты,133-0047-01,Полумаска фильтрующая АЛИНА-А,118
Средства защиты,138-0156-01,Строп страховочный ARX SSL-1,2778.9
Средства защиты,131-0204-02,Очки I-SPECTOR ЛЕСТЕР,319.19
Средства защиты,131-0227-02,Пластина защитная 3M SPEEDGLAS наружная 100 777070,5558.98
Средства защиты,132-0082-01,Наушники противошумные 3M PELTOR ОПТИМ III H540P3E413SV на каску,2807.81
Средства защиты,133-0038-01,Полумаска фильтрующая АЛИНА-АВ,172.87
Средства защиты,133-0206-01,Крем защитный Safe and Care OIL гидрофил.действ. для кожи рук и лица,81.42
Средства защиты,138-0159-01,Строп страховочный ARX SSL-2,1649.05
Средства защиты,131-0164-01,Пластина защитная 3M SPEEDGLAS наружная 9000 427071,8603.38
Средства защиты,132-0001-02,Наушники противошумные 3M PELTOR ОПТИМ III ХАЙВИЗ H540A461GB,2807.81
Средства защиты,133-0048-01,Полумаска фильтрующая АЛИНА-В,125.67
Средства защиты,133-0207-01,Крем защитный Safe and Care АКВА гидрофоб.действия для кожи рук и лица,81.42
Средства защиты,138-0150-01,Строп ARX SUB-1 с амортизатором,3177.15
Средства защиты,130-0113-01,Каска UVEX ФЕОС АЛПАЙН ХРП 9773 050,4899.36
Средства защиты,131-0140-01,Пластина защитная 3M SPEEDGLAS наружняя,7280.01
Средства защиты,133-0024-01,Полумаска фильтрующая АЛИНА-П,48.97
Средства защиты,133-0208-01,Крем защитный Safe and Care КОМБИ универсал.действия для кожи рук и лица,84.37
Средства защиты,138-0092-01,Строп регулируемый ARX SR-1,3672.75
Средства защиты,130-0101-01,Каска 3M PELTOR G3000NUV-VI,2227.84
Средства защиты,130-0020-03,Каска 3M PELTOR G3000,1597.13
Средства защиты,131-0331-01,Очки I-SPECTOR БРАЙТОН,253.7
Средства защиты,131-0136-01,Пластина защитная 3M SPEEDGLAS наружная 9000 426000,4632.68
Средства защиты,133-0210-01,Крем Safe and Care ПАНТЕВИТ восстанавливающий с витам.для кожи рук и лица,85.55
Средства защиты,138-0091-01,Строп удерживающий ARX SU-1,1954.67
Средства защиты,133-0229-01,Полумаска фильтрующая ЮЛИЯ-109,40.12
Средства защиты,131-0230-01,Пластина защитная 3M SPEEDGLAS внутренняя 9100XX 528025,2616.65
Средства защиты,132-0088-01,Наушники противошумные 3M PELTOR ОПТИМ ПТЛ MT155H530A380,5560.75
Средства защиты,133-0054-01,Полумаска фильтрующая БРИЗ 1101,50.74
Средства защиты,133-0209-01,Паста Safe and Care СТРОНГ для очистки рук от устойчивых загрязнений,113.87
Средства защиты,138-0115-01,Строп удерживающий ARX SU-2,2260.29
Средства защиты,131-0443-01,Очки 3M СОЛУС S1201SGAFKT-EU с обтюратором и лентой,1785.93
Средства защиты,131-0444-02,Очки 3M СОЛУС S1202SGAF-EU,1246.67
Средства защиты,137-0005-02,Крем защитный DEB STOKO ШТОКОДЕРМ ГЛОУВ&ГРИП д/сниж.потоотд.под перч.,1308.62
Средства защиты,133-0205-02,Крем Eco Line восстанавливающий для кожи рук и лица,467.87
Средства защиты,133-0201-02,Крем защитный Eco Line гидрофил. действия для кожи рук и лица,451.94
Средства защиты,133-0202-02,Крем защитный Eco Line гидрофоб.действия для кожи рук и лица,470.23
Средства защиты,133-0204-02,Паста Eco Line для очистки рук от устойчивых загрязнений,342.79
Средства защиты,133-0203-02,Крем защитный Eco Line универсал.действия для кожи рук и лица,466.1
Средства защиты,137-0018-01,Паста очищающая DEB STOKO НАША ФОРМУЛА 2 от сил. загрязнений,99.71
Средства защиты,137-0018-02,Паста очищающая DEB STOKO НАША ФОРМУЛА 2 от сил. загрязнений,795.32
Средства защиты,145-0018-01,Герметик краевой 3M 7000028614,2571.81
Средства защиты,139-0001-01,Лента противоскользящая 3M 7000146165,9619.36
Средства защиты,139-0002-01,Лента противоскользящая 3M 7000146166,5475.79
Средства защиты,139-0034-01,Лента противоскользящая 3M 7000033435 формуемая,13961.76
Средства защиты,139-0015-01,Лента противоскользящая 3M 7000033440,9619.36
Средства защиты,139-0005-01,Лента противоскользящая 3M 7000146181,11076.66
Средства защиты,139-0004-01,Лента противоскользящая 3M 7000146182,5931.86
Средства защиты,139-0035-01,Лента противоскользящая 3M 7000033465 формуемая,13961.76
Средства защиты,139-0003-01,Лента противоскользящая 3M 7000033429,
Средства защиты,139-0019-01,Лента противоскользящая 3M 7000033436,
Средства защиты,139-0026-01,Лента противоскользящая 3M 7000033463,
Средства защиты,139-0029-01,Покрытие противоскользящее 3M 3200 7100116716,79795.14
Средства защиты,84431,Покрытие противоусталостное 3M 710011670,
Средства защиты,134-0032-01,Система локационная SCOTT ПАК-ТРЕКЕР,
Средства защиты,134-0055-01,Аппарат дыхательный ANSELL ДАСВ СПИРОМАТИК QS II 23000-09 RM,
Средства защиты,134-0053-01,Баллон LUXFER L65FX c вентилем АРТ.1031286,
Средства защиты,134-0051-01,Гарнитура SCOTT переговорная Сабреком 2021434,
Средства защиты,134-0050-01,Датчик SCOTT 2026283 неподвижного состояния,
Средства защиты,134-0031-01,Маска ANSELL РЕВИТОКС со шлангом 336190795,
Средства защиты,31004227,Маска SCOTT VISION 3 LQF/ML/PN RU 201974,
Средства защиты,137-0066-01,Крем защитный DEB STOKO НАША ФОРМУЛА 1 универсальный,120.36
Средства защиты,134-0056-01,Доска SCOTT 2025922,
Средства защиты,137-0062-02,Дозатор Safe and Care пластиковый для мягких бутылей,3299.87
Средства защиты,137-0073-01,Гель Safe and Care SOFT для очистки кожи,794.73
Средства защиты,137-0071-01,Крем Safe and Care ПАНТЕВИТ восстанавливающий с вит.для кожи рук и лица,1274.99
Средства защиты,133-0201-03,Крем защитный Eco Line гидрофил. действия для кожи рук и лица,841.34
Средства защиты,133-0202-03,Крем защитный Eco Line гидрофоб.действия для кожи рук и лица,863.76
Средства защиты,133-0203-03,Крем защитный Eco Line универсал.действия для кожи рук и лица,863.76
Средства защиты,137-0068-01,Крем защитный Safe and Care AQUA гидрофоб.действия для кожи рук и лица,1251.39
Средства защиты,137-0069-01,Крем защитный Safe and Care COMBI универсал.действия для кожи рук и лица,1251.39
Средства защиты,137-0067-01,Крем защитный Safe and Care OIL гидрофил. действия для кожи рук и лица,1252.57
Средства защиты,137-0072-01,Мыло Safe and Care SOAP жидкое от легких произв.загряз.,502.68
Средства защиты,133-0204-03,Паста Eco Line для очистки рук от устойчивых загрязнений,748.71
Средства защиты,137-0070-01,Паста Safe and Care STRONG для очистки рук от устойчивых загрязнений,918.63
Средства защиты,137-0075-01,Фиксатор Safe and Care настенный для еврофлакона с помпой,617.73
Средства защиты,137-0074-01,Шампунь-гель Safe and Care FOAM от произ.загряз.,603.57
Средства защиты,137-0031-01,Крем защитный DEB STOKO ШТОКОДЕРМ 30 УВ от УФ излучения,513.3
Средства защиты,134-0025-01,Костюм ANSELL ТРЕЛЛКЕМ СУПЕР ТИП Т,
Средства защиты,134-0035-01,Костюм ANSELL ТРЕЛЛКЕМ СУПЕР тип Т 162-02 с уст. сист. поддува,
Средства защиты,134-0026-01,Прибор ANSELL ТРЕЛЛТЕСТ универсальный,
Средства защиты,134-0057-01,Автомат легочный DRAEGER PSS LDV АРТ. 3338700,
Средства защиты,134-0058-01,Автомат легочный DRAEGER RD40 LDV АРТ. 3350606,
Средства защиты,134-0061-01,Аппарат дыхательный DRAEGER PAS LITE АРТ. 3359399,
Средства защиты,134-0062-01,Аппарат дыхательный DRAEGER PSS 3000 АРТ. 3359398,
Средства защиты,134-0063-01,Аппарат дыхательный DRAEGER PSS 5000 SCS АРТ. 3357858,
Средства защиты,134-0064-01,Блок DRAEGER PSS MERLIN АРТ. 3358410 телеметр.,
Средства защиты,134-0046-01,Костюм ANSELL ТРЕЛЛКЕМ ЛАЙТ шланговый LF0 0XV 0C9 Y00,
Средства защиты,134-0045-01,Костюм ANSELL ТРЕЛЛКЕМ СУПЕР шланговый SF0 0XV 0C6 Y00,
Средства защиты,134-0072-01,Маска DRAEGER FPS 7000 EPDM АРТ.R56200,
Средства защиты,134-0073-01,Маска DRAEGER PANORAMA NOVA P-PC АРТ. R54450,
Средства защиты,134-0074-01,Маска DRAEGER PANORAMA NOVA RA АРТ. R52850,
Средства защиты,134-0076-01,Сигнализатор DRAEGER BODYGUARD АРТ.3358684 неподвижности,
Средства защиты,131-0091-01,Адаптер HONEYWELL СУПЕРВИЗОР СА66,2038.45
Средства защиты,138-0285-01,Устройство блокирующее 3M PROTECTA REBEL 3590620 (20 м),86775.43
Средства защиты,131-0114-01,Адаптер HONEYWELL СУПЕРВИЗОР СА660,1240.18
Средства защиты,133-0189-01,Гофротрубка к ППФ,295
Средства защиты,138-0286-01,Устройство блокирующее 3M PROTECTA REBEL 3590690 (30 м),92628.23
Средства защиты,133-0186-01,Сумка для противогаза к ППФ,214.17
Средства защиты,138-0265-01,Линия анкерная 3M DBI-SALA AC420 для Viper 20 М,5384.93
Средства защиты,131-0220-01,Экран HONEYWELL СУПЕРВИЗОР 1002307,1483.26
Средства защиты,133-0066-02,"Патрон ДПГ-3 без гофротрубки к п/газу ГП-7, ГП-7В",1432.52
Средства защиты,138-0263-01,Средство защиты 3M DBI-SALA AC401 анкер.линии Viper,5920.06
Средства защиты,133-0137-01,"Патрон ДПГ-3 с гофротрубкой к п/газу ГП-7, ГП-7В",1659.67
Средства защиты,133-0129-01,Капюшон ФЕНИКС,1844.93
Средства защиты,133-0116-01,Противогаз ПШ-1Б,13963.53
Средства защиты,138-0208-01,"Петля 3M DBI-SALA анкерная KM419 «чоккер» (0,9 м)",3819.66
Средства защиты,131-0096-01,Адаптер HONEYWELL СУПЕРВИЗОР МЕТАЛЛ СА66М,2036.09
Средства защиты,133-0121-01,Противогаз ПШ-1С,9308.43
Средства защиты,138-0276-01,Петля анкерная 3M DBI-SALA KM421 «чоккер» (2 м),4781.36
Средства защиты,131-0095-01,Экран HONEYWELL СУПЕРВИЗОР МЕТАЛЛ,2039.63
Средства защиты,133-0119-01,Противогаз ПШ-20 РВ,30737.82
Средства защиты,138-0209-01,Петля 3M PROTECTA анкерная AM401G (1 м),2221.35
Средства защиты,131-0181-01,Щиток 3M PELTOR V4H,2121.64
Средства защиты,133-0118-01,Противогаз ПШ-20 ЭРВ,34485.5
Средства защиты,138-0282-01,Петля анкерная 3M PROTECTA AM402G (2 м),2732.29
Средства защиты,131-0275-01,Адаптер 3M PELTOR P3EV/2,581.15
Средства защиты,133-0117-01,Противогаз ПШ-20Б,18517.15
Средства защиты,131-0242-01,Щиток 3M PELTOR WP96 7100016704,764.05
Средства защиты,138-0223-01,Кронштейн 3M DBI-SALA скользящий балочный 2104700 Glyder 2,24722.18
Средства защиты,133-0120-02,Противогаз ИП-4М,14042
Средства защиты,131-0434-01,Крепление 3M PELTOR H8 для щитка WP96 82501-00000C,2070.31
Средства защиты,138-0224-01,Кронштейн 3M DBI-SALA фиксируемый балочный 2108414,37823.72
Средства защиты,133-0095-01,Патрон регенеративный РП-4-01,11303.81
Средства защиты,131-0064-01,Щиток UVEX УЛЬТРАВИЖН 9301,970.55
Средства защиты,133-0035-01,Турбоблок 3M ЮПИТЕР 085-00-10Р,53684.69
Средства защиты,131-0115-01,Щиток UVEX 9726 на каску,2082.7
Средства защиты,133-0003-01,Аккумулятор 3M 007-00-64Р для ЮПИТЕРА,25493.31
Средства защиты,133-0135-01,Патрон 3M 453-09-25Р2 для ЮПИТЕРА,7782.1
Средства защиты,138-0255-01,Система спасательная 3M DBI-SALA с лебедкой 3329010 Rollgliss r550,122245.64
Средства защиты,133-0034-01,Устройство зарядное 3M CHG-02EU для ЮПИТЕРА,11344.52
Средства защиты,138-0308-01,Система спасательная 3M DBI-SALA 3329020 Rollgliss r550 с лебедкой,124248.1
Средства защиты,138-0294-01,Система спасательная 3M DBI-SALA 3329030 Rollgliss r550 с лебедкой,126249.97
Средства защиты,131-0350-01,Щиток CERVA ВИЗИГАРД,796.5
Средства защиты,133-0316-01,Шланг 3M BT-30 соединительный переменной длины,8314.28
Средства защиты,138-0311-01,Система спасательная 3M DBI-SALA 3329040 Rollgliss r550 с лебедкой,128152.72
Средства защиты,131-0349-01,Экран CERVA ВИЗИГАРД,385.86
Средства защиты,133-0004-01,Патрон 3M 450-00-25Р2 для ЮПИТЕРА,2202.47
Средства защиты,138-0310-01,Система спасательная 3M DBI-SALA 3329050 Rollgliss r550 с лебедкой,130155.18
Средства защиты,131-0351-01,Щиток CERVA ВИЗИГАРД МЭШ,1211.86
Средства защиты,133-0173-01,Капюшон 3M S757E,12843.12
Средства защиты,138-0254-01,Система спасательная 3M DBI-SALA 3328010 Rollgliss r550,83905.08
Средства защиты,131-0082-01,Щиток РОСОМЗ ВИЗИОН НБТ-1,210.63
Средства защиты,138-0293-01,Система спасательная 3M DBI-SALA 3328020 Rollgliss r550,85863.88
Средства защиты,131-0415-01,Щиток РОСОМЗ ВИЗИОН НБТ-2,280.84
Средства защиты,138-0301-01,Система спасательная 3M DBI-SALA 3328030 Rollgliss r550,88148.95
Средства защиты,131-0077-01,Щиток НБТ-ЕВРО,105.61
Средства защиты,131-0107-01,Щиток UVEX 9722 на каску,4846.26
Средства защиты,131-0105-01,Щиток UVEX 9727 на каску,5665.18
Средства защиты,131-0326-01,Щиток JSP термостойкий для касок МК7,3449.14
Средства защиты,131-0211-01,Щиток РОСОМЗ ВИЗИОН КЛАССИК ТИТАН НБТ-1,280.84
Средства защиты,131-0113-01,Щиток РОСОМЗ ВИЗИОН ТИТАН НБТ-2,351.05
Средства защиты,131-0413-01,Щиток РОСОМЗ ВИЗИОН КЛАССИК ТЕРМО НБТ2/С,484.39
Средства защиты,133-0057-01,Патрон 3M AXP3 6098,1739.32
Средства защиты,138-0042-01,Крепление MILLER МДЖЕЙ-52 1018980,3038.5
Средства защиты,130-0068-01,Каскетка JSP ХАРДКАП,1293.28
Средства защиты,131-0003-01,Очки РОСОМЗ ПРОГРЕСС О34,161.66
Средства защиты,138-0044-01,Петля крепежная MILLER МДЖЕЙ-00,933.38
Средства защиты,130-0068-02,Каскетка JSP ХАРДКАП,1293.28
Средства защиты,131-0010-03,Очки РОСОМЗ СПЕКТР О2,203.55
Средства защиты,133-0128-01,Фильтр 3M 2135,341.61
Средства защиты,130-0068-05,Каскетка JSP ХАРДКАП,1293.28
Средства защиты,138-0149-01,Петля крепежная ARX PK-2,1089.14
Средства защиты,131-0010-05,Очки РОСОМЗ СПЕКТР О2,203.55
Средства защиты,133-0134-01,Фильтр 3M 2138,369.93
Средства защиты,138-0133-01,Петля крепежная ARX PK-3,353.41
Средства защиты,131-0011-01,Очки OPTEX СПОРТ,216.53
Средства защиты,133-0068-01,Предфильтр 3M 5911,134.52
Средства защиты,130-0107-01,SCOTT ФЕРСТ БЕЙС 3,1149.91
Средства защиты,138-0161-01,Кольцо крепежное ARX KK-1,411.23
Средства защиты,131-0037-01,Очки OPTEX ВИЗИ,133.34
Средства защиты,133-0133-01,Предфильтр 3M 5925,212.99
Средства защиты,138-0008-01,Штатив-тренога MILLER МН-10 1005041,83500.34
Средства защиты,130-0107-03,SCOTT ФЕРСТ БЕЙС 3,1149.91
Средства защиты,131-0035-01,Очки OPTEX САН,126.85
Средства защиты,133-0078-01,Держатель предфильтра 3M 501,84.96
Средства защиты,138-0034-01,Лебедка MILLER МН-20 1005042,106977.62
Средства защиты,130-0107-02,SCOTT ФЕРСТ БЕЙС 3,1149.91
Средства защиты,130-0107-04,Каскетка SCOTT ФЕРСТ БЕЙС 3,1149.91
Средства защиты,131-0063-07,Очки закрытые UVEX УЛЬТРАВИЖН 9301,1125.13
Средства защиты,133-0099-01,Держатель фильтра 3M 502,434.83
Средства защиты,138-0097-01,Штатив-тренога ARX T-1,37757.64
Средства защиты,130-0009-01,Каскетка ПРЕСТИЖ,410.05
Средства защиты,131-0063-01,Очки закрытые UVEX УЛЬТРАВИЖН 9301,747.53
Средства защиты,131-0276-01,Пленка защитная 3M 6885 для маски 6000,79.06
Средства защиты,138-0098-01,Лебедка ARX LT-1 для штатива-треноги,36657.88
Средства защиты,131-0063-04,Очки закрытые UVEX УЛЬТРАВИЖН 9301,1341.66
Средства защиты,133-0182-01,Лепесток 3M клапана вдоха 6893,110.33
Средства защиты,138-0304-01,Привязь страховочная 3M DBI-SALA S 1113910 Exofit NEX с поясом,34599.37
Средства защиты,133-0222-01,Линза 3M поликарбонатная 6898 для маски 6000,4094.6
Средства защиты,138-0291-01,Привязь страховочная 3M DBI-SALA M 1113911 Exofit NEX с поясом,34599.37
Средства защиты,133-0183-01,Подмасочник 3M 6894 для маски 6000,653.72
Средства защиты,131-0063-05,Очки закрытые UVEX УЛЬТРАВИЖН Герметичные 9301,1442.55
Средства защиты,138-0299-01,Привязь страховочная 3M DBI-SALA L 1113912 Exofit NEX с поясом,34599.37
Средства защиты,130-0027-84,Ремень подбородочный JSP для касок,146.32
Средства защиты,131-0059-03,Очки закрытые UVEX УЛЬТРАСОНИК 9302,1295.05
Средства защиты,133-0188-01,Прокладка (шт) 3M резиновая 6895 под фильтрующий элемент,102.07
Средства защиты,138-0249-01,Привязь страховочная 3M DBI-SALA XL 1113913 Exofit NEX с поясом,34599.37
Средства защиты,130-0066-01,Ремень подбородочный JSP подбород. четырехточеч. для каски,598.85
Средства защиты,131-0268-01,Очки закрытые UVEX УЛЬТРАСОНИК 9302,1473.23
Средства защиты,133-0176-01,Ремень оголовья 3M 6897 для полной маски,1161.71
Средства защиты,138-0248-01,Привязь страховочная 3M DBI-SALA S 1113900 Exofit NEX без пояса,25895.1
Средства защиты,130-0074-01,Очки JSP ЭВОСПЕК для касок ЭВО,736.91
Средства защиты,130-0056-01,Ремень оголовья 3M 6281 для полумаски,406.51
Средства защиты,138-0290-01,Привязь страховочная 3M DBI-SALA M 1113901 Exofit NEX без пояса,25895.1
Средства защиты,131-0461-01,Очки закрытые 3M GG501,2537
Средства защиты,130-0064-01,Наклейка JSP ЭВО 2/3 для каски,3055.02
Средства защиты,131-0239-01,Очки закрытые 3M 2890,1178.23
Средства защиты,133-0247-01,Патрон SPIROTEK F9500 P3R 2 шт.,869.07
Средства защиты,138-0305-01,Привязь страховочная 3M DBI-SALA L 1113902 Exofit NEX без пояса,27147.67
Средства защиты,130-0084-01,Подшлемник JSP,738.68
Средства защиты,131-0240-01,Очки закрытые 3M 2890А,1277.94
Средства защиты,133-0248-01,Патрон SPIROTEK F9500 А2 2 шт.,903.29
Средства защиты,138-0236-01,Привязь страховочная Vento ВЫСОТА 035 (vst 035),1853.78
Средства защиты,131-0090-01,Щиток РОСОМЗ ВИЗИОН ТЕРМО ТИТАН НБТ-2/С,631.89
Средства защиты,131-0252-01,Щиток РОСОМЗ ВИЗИОН ТИТАН КБТ 04390,568.76
Средства защиты,131-0436-01,Щиток РОСОМЗ ВИЗИОН ТЕРМО КБТМ,8706.04
Средства защиты,131-0414-01,Щиток РОСОМЗ ЭНЕРГО КБТ 04290,3033.19
Средства защиты,131-0216-01,Щиток РОСОМЗ ЭНЕРГО КБТ 04235,7807.47
Средства защиты,131-0281-01,Щиток РОСОМЗ ЭНЕРГО КБТ лицевой 04207,3510.5
Средства защиты,138-0168-01,Устройство блокирующее Vento НВ-20,27828.53
Средства защиты,138-0171-01,Зажим Vento,4219.68
Средства защиты,138-0033-01,Пояс предохранительный ЯЭМЗ ПП-Л-32,3835.59
Средства защиты,138-0110-01,Привязь страховочная ЯЭМЗ ПМ-21,1949.95
Средства защиты,138-0021-01,Строп-канат ЯЭМЗ СК-21А,1682.68
Средства защиты,138-0007-01,Пояс страховочный СП-03,1644.92
Средства защиты,138-0031-01,Строп-канат ЯЭМЗ СК-21,1130.44
Средства защиты,138-0005-01,Пояс предохранительный УП-01,776.44
Средства защиты,138-0020-01,Строп-лента ЯЭМЗ СЛ-21,1026.6
Средства защиты,131-0303-01,Щиток РОСОМЗ ПРЕМЬЕР ФАВОРИТ HH1-C-4,386.45
Средства защиты,138-0006-01,Пояс предохранительный УП-01 строп Г,902.7
Средства защиты,138-0123-01,Строп-цепь ЯЭМЗ СЦ-21,1390.04
Средства защиты,138-0004-01,Система удерживающая УАА,892.67
Средства защиты,138-0001-01,Система удерживающая УАГ,968.78
Средства защиты,138-0038-01,Пояс монтерский ЯЭМЗ ПМ-20,2024.88
Средства защиты,138-0124-01,Ремень д/когтей,528.64
Средства защиты,138-0036-01,Пояс монтерский ЯЭМЗ ПМ-41,3032.6
Средства защиты,138-0037-01,Пояс монтерский ЯЭМЗ ПМ-40,1806.58
Средства защиты,147-0001-01,Пояс ППС пожарного,1488.57
Средства защиты,138-0100-01,Канат страховочный ЯЭМЗ,2334.63
Средства защиты,138-0064-01,Лазы ЯЭМЗ УНИВЕРСАЛЬНЫЕ ЛУ,5343.04
Средства защиты,138-0062-01,Когти монтерские ЯЭМЗ,3586.61
Средства защиты,138-0062-02,Когти монтерские ЯЭМЗ,3586.61
Средства защиты,138-0063-01,Лазы ЯЭМЗ КЛМ,4787.85
Средства защиты,138-0063-02,Лазы ЯЭМЗ КЛМ,4878.12
Средства защиты,131-0234-01,Экран HONEYWELL СУПЕРВИЗОР ГОЛД 1002325,11243.63
Средства защиты,131-0219-01,Экран HONEYWELL СУПЕРВИЗОР 1002312,602.39
Средства защиты,111-0008-01,Костюм ANSELL ТРЕЛЛКЕМ СПЛЕШ 600 со вшитыми сапогами,18242.21
Средства защиты,134-0054-01,Аппарат дыхательный ANSELL СПИРОМАТИК QS II 23000-09RMU,
Средства защиты,134-0014-01,Аппарат дыхательный SCOTT,
Средства защиты,134-0016-01,Баллон ВМК-6.8-139-300,
Средства защиты,134-0015-01,Устройство SCOTT RSM HOOD спасательное 2019757,
Средства защиты,134-0020-01,"Газоанализатор MSA AUER АЛЬТАИР 4X (Ex(метан),O2,CO,H2S) АРТ.10110712",
Средства защиты,134-0019-01,"Газоанализатор MSA AUER АЛЬТАИР H2S, 7 / 14 pp 10113291",
Средства защиты,134-0008-01,Газоанализатор SCOTT ПРОТЕЖЕ LEL/O2/H2S/CO 2021358 (2025455)(2029533),
Средства защиты,134-0013-01,Насос SCOTT ПРОТЕЖЕ в сборе 096-3271 (2029523) для газоанализатора Протеже,
Средства защиты,137-0001-01,Гель DEB STOKO ЭСТЕСОЛ КЛАССИК д/очист.от лег.загрязнений,703.28
Средства защиты,137-0017-01,Гель для душа DEB STOKO ЭСТЕСОЛ ХЕА&БОДИ от легких загрязнений,1129.26
Средства защиты,137-0017-02,Гель для душа DEB STOKO ШТОКО ХЕА ЭНД БОДИ от легких загрязнений,155.76
Средства защиты,137-0011-01,Дозатор DEB STOKO ШТОКО ВАРИО УЛЬТРА пластиковый,1642.56
Средства защиты,137-0010-01,Дозатор DEB STOKO ШТОКО МАТ ВАРИО металлический,6433.36
Средства защиты,137-0002-01,Крем DEB STOKO АРРЕТИЛ гидрофильного действия,1468.51
Средства защиты,137-0023-02,Крем DEB STOKO СОЛОПОЛ СОФТ очищающий б/абразива от сил.загряз.,2183
Средства защиты,137-0024-01,Крем защитный DEB STOKO НАША ФОРМУЛА 1 гидрофильный,115.05
Средства защиты,137-0024-02,Крем защитный DEB STOKO НАША ФОРМУЛА 1 гидрофильный,843.11
Средства защиты,137-0030-01,Крем защитный DEB STOKO НАША ФОРМУЛА 1 гидрофобный,120.36
Средства защиты,137-0019-02,Крем DEB STOKO НАША ФОРМУЛА 3 восстанавливающий,112.1
Средства защиты,137-0019-01,Крем DEB STOKO НАША ФОРМУЛА 3 восстанавливающий,1011.26
Средства защиты,137-0008-01,Паста DEB STOKO КРЕСТО КОЛОР д/очистки рук от красителей,2381.83
Средства защиты,137-0007-02,Паста DEB STOKO СЛИГ СПЕЦИАЛЬ д/очистки рук от уст. загрязн,2322.83
Средства защиты,137-0035-01,Гель DEB STOKO ЭСТЕСОЛ МАЙЛД ВОШ кремообразный д/очист.от лег.загрязнений,886.77
